subid,tr.num,gaze_condition,correct,age,age_group,target_image,RT,condition,rt,guess,guess_num,ucl_bound,ewma_param,param_value
31,30,straight_ahead,0,1976,5,shoe,2.1020000000000003,straight_ahead,2.1,guess,0,0.15999999999999998,cs,0.41
47,14,straight_ahead,1,NA,4,boat,2.1029999999999998,straight_ahead,2.1,guess,0,0.15999999999999998,cs,0.41
38,4,straight_ahead,0,1933,5,ball,2.1339999999999995,straight_ahead,2.13,guess,0,0.15999999999999998,cs,0.41
33,12,straight_ahead,0,1637,4,cookie,2.138,straight_ahead,2.14,guess,0,0.16999999999999993,cs,0.4
10,8,straight_ahead,0,1373,3,ball,2.1710000000000003,straight_ahead,2.17,guess,0,0.16999999999999993,cs,0.4
41,1,straight_ahead,1,NA,4,boat,2.269,straight_ahead,2.27,guess,0,0.15999999999999998,cs,0.41
9,32,straight_ahead,0,1955,5,shoe,2.3019999999999996,straight_ahead,2.3,guess,0,0.16999999999999993,cs,0.4
3,24,straight_ahead,1,1914,5,juice,2.402,straight_ahead,2.4,guess,0,0.15999999999999998,cs,0.41
25,19,straight_ahead,0,1929,5,chicken,2.4050000000000002,straight_ahead,2.41,guess,0,0.16999999999999993,cs,0.4
12,23,straight_ahead,0,1406,3,cookie,2.4430000000000005,straight_ahead,2.44,guess,0,0.16999999999999993,cs,0.4
12,22,straight_ahead,1,1406,3,juice,2.4689999999999994,straight_ahead,2.47,guess,0,0.15999999999999998,cs,0.41
28,24,straight_ahead,0,1086,2,bottle,2.5040000000000004,straight_ahead,2.5,guess,0,0.16999999999999993,cs,0.4
9,23,straight_ahead,0,1955,5,cookie,2.5100000000000007,straight_ahead,2.51,guess,0,0.16999999999999993,cs,0.4
36,29,straight_ahead,1,1277,3,ball,2.5420000000000007,straight_ahead,2.54,guess,0,0.16999999999999993,cs,0.4
25,23,straight_ahead,1,1929,5,juice,2.8019999999999996,straight_ahead,2.8,guess,0,0.15999999999999998,cs,0.41
8,17,straight_ahead,1,1395,3,shoe,2.8340000000000005,straight_ahead,2.83,guess,0,0.14999999999999997,cs,0.42
27,15,straight_ahead,0,1163,3,juice,2.942000000000001,straight_ahead,2.94,guess,0,0.15999999999999998,cs,0.41
5,8,straight_ahead,0,1873,5,shoe,2.9669999999999996,straight_ahead,2.97,guess,0,0.15999999999999998,cs,0.41
32,17,straight_ahead,0,1751,4,chicken,3.005,straight_ahead,3,guess,0,0.16999999999999993,cs,0.4
42,28,straight_ahead,0,NA,3,ball,3.0420000000000007,straight_ahead,3.04,guess,0,0.16999999999999993,cs,0.4
12,27,straight_ahead,1,1406,3,shoe,3.1019999999999994,straight_ahead,3.1,guess,0,0.15999999999999998,cs,0.41
25,27,straight_ahead,1,1929,5,ball,3.604,straight_ahead,3.6,guess,0,0.15999999999999998,cs,0.41
34,23,gaze,1,2016,5,bunny,0.03500000000000014,gaze,0.04,guess,0,0.010000000000000009,ucl,0.51
9,5,gaze,0,1955,5,bunny,0.03500000000000014,gaze,0.04,guess,0,0.010000000000000009,ucl,0.51
4,26,gaze,0,1804,4,ball,0.0389999999999997,gaze,0.04,guess,0,0.030000000000000027,ucl,0.52
8,16,gaze,1,1395,3,chicken,0.0420000000000007,gaze,0.04,guess,0,0.020000000000000018,ucl,0.52
25,12,gaze,0,1929,5,juice,0.04300000000000015,gaze,0.04,guess,0,0.020000000000000018,ucl,0.52
16,14,gaze,1,1741,4,bunny,0.06799999999999962,gaze,0.07,guess,0,0.020000000000000018,ucl,0.52
24,16,gaze,0,2149,5,bunny,0.06799999999999962,gaze,0.07,guess,0,0.030000000000000027,ucl,0.53
35,16,gaze,0,2110,5,bunny,0.06899999999999995,gaze,0.07,guess,0,0.040000000000000036,ucl,0.53
41,22,gaze,0,NA,4,bottle,0.07100000000000062,gaze,0.07,guess,0,0.040000000000000036,ucl,0.53
24,2,gaze,0,2149,5,ball,0.07200000000000006,gaze,0.07,guess,0,0.050000000000000044,ucl,0.53
44,13,gaze,0,NA,4,ball,0.07299999999999951,gaze,0.07,guess,0,0.050000000000000044,ucl,0.53
1,30,gaze,0,1813,4,shoe,0.0730000000000004,gaze,0.07,guess,0,0.06000000000000005,ucl,0.53
17,9,gaze,0,1180,3,ball,0.0730000000000004,gaze,0.07,guess,0,0.06000000000000005,ucl,0.53
24,14,gaze,0,2149,5,shoe,0.0730000000000004,gaze,0.07,guess,0,0.08000000000000002,ucl,0.54
28,4,gaze,0,1086,2,shoe,0.0730000000000004,gaze,0.07,guess,0,0.08000000000000002,ucl,0.54
34,18,gaze,1,2016,5,chicken,0.07399999999999984,gaze,0.07,guess,0,0.08000000000000002,ucl,0.54
35,3,gaze,0,2110,5,chicken,0.07500000000000018,gaze,0.08,guess,0,0.08000000000000002,ucl,0.54
45,2,gaze,1,NA,3,bottle,0.07500000000000018,gaze,0.08,guess,0,0.08000000000000002,ucl,0.54
8,7,gaze,0,1395,3,ball,0.07500000000000018,gaze,0.08,guess,0,0.08000000000000002,ucl,0.54
13,24,gaze,0,1480,4,cookie,0.10299999999999976,gaze,0.1,guess,0,0.09000000000000002,ucl,0.54
1,28,gaze,1,1813,4,chicken,0.1039999999999992,gaze,0.1,guess,0,0.08000000000000002,ucl,0.54
31,7,gaze,1,1976,5,juice,0.10400000000000009,gaze,0.1,guess,0,0.08000000000000002,ucl,0.54
41,20,gaze,0,NA,4,shoe,0.10499999999999954,gaze,0.1,guess,0,0.08000000000000002,ucl,0.54
45,15,gaze,0,NA,3,ball,0.10599999999999987,gaze,0.11,guess,0,0.08000000000000002,ucl,0.54
5,18,gaze,1,1873,5,ball,0.10599999999999987,gaze,0.11,guess,0,0.08000000000000002,ucl,0.54
35,7,gaze,0,2110,5,boat,0.1070000000000002,gaze,0.11,guess,0,0.09000000000000002,ucl,0.55
15,4,gaze,0,1077,2,chicken,0.10799999999999965,gaze,0.11,guess,0,0.10000000000000003,ucl,0.55
3,9,gaze,0,1914,5,bottle,0.10899999999999999,gaze,0.11,guess,0,0.10000000000000003,ucl,0.55
31,8,gaze,0,1976,5,bunny,0.1349999999999998,gaze,0.13,guess,0,0.11000000000000004,ucl,0.55
34,21,gaze,0,2016,5,bunny,0.1349999999999998,gaze,0.13,guess,0,0.11000000000000004,ucl,0.55
28,13,gaze,0,1086,2,cookie,0.13600000000000012,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
38,30,gaze,0,1933,5,cookie,0.13600000000000012,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
17,12,gaze,0,1180,3,bottle,0.13699999999999957,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
23,28,gaze,0,1971,5,chicken,0.13699999999999957,gaze,0.14,guess,0,0.13000000000000006,ucl,0.55
35,1,gaze,1,2110,5,bottle,0.13699999999999957,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
41,26,gaze,0,NA,4,chicken,0.13699999999999957,gaze,0.14,guess,0,0.13000000000000006,ucl,0.55
15,9,gaze,1,1077,2,juice,0.13700000000000045,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
15,3,gaze,1,1077,2,shoe,0.1379999999999999,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
27,24,gaze,0,1163,3,bottle,0.1379999999999999,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
12,13,gaze,0,1406,3,ball,0.13899999999999935,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
23,24,gaze,1,1971,5,juice,0.14100000000000001,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
34,22,gaze,1,2016,5,bottle,0.14199999999999946,gaze,0.14,guess,0,0.11000000000000004,ucl,0.55
16,12,gaze,0,1741,4,bottle,0.14200000000000035,gaze,0.14,guess,0,0.12000000000000005,ucl,0.55
25,9,gaze,1,1929,5,chicken,0.14200000000000035,gaze,0.14,guess,0,0.11000000000000004,ucl,0.55
16,3,gaze,1,1741,4,bunny,0.16800000000000015,gaze,0.17,guess,0,0.11000000000000004,ucl,0.55
41,31,gaze,0,NA,4,bunny,0.16800000000000015,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
44,6,gaze,1,NA,4,bunny,0.1689999999999996,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
47,22,gaze,0,NA,4,cookie,0.1689999999999996,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
45,8,gaze,0,NA,3,cookie,0.16999999999999993,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
31,2,gaze,1,1976,5,shoe,0.17099999999999937,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
33,18,gaze,0,1637,4,bottle,0.17100000000000026,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
35,11,gaze,0,2110,5,juice,0.17100000000000026,gaze,0.17,guess,0,0.13000000000000006,ucl,0.56
1,23,gaze,1,1813,4,ball,0.1719999999999997,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
25,13,gaze,0,1929,5,shoe,0.17300000000000004,gaze,0.17,guess,0,0.13000000000000006,ucl,0.56
12,1,gaze,0,1406,3,chicken,0.1739999999999995,gaze,0.17,guess,0,0.13000000000000006,ucl,0.56
13,25,gaze,1,1480,4,juice,0.17400000000000038,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
15,11,gaze,0,1077,2,boat,0.17400000000000038,gaze,0.17,guess,0,0.13000000000000006,ucl,0.56
28,3,gaze,1,1086,2,boat,0.17499999999999982,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
44,8,gaze,1,NA,4,juice,0.17499999999999982,gaze,0.17,guess,0,0.12000000000000005,ucl,0.56
38,32,gaze,1,1933,5,ball,0.1750000000000007,gaze,0.18,guess,0,0.11000000000000004,ucl,0.56
6,17,gaze,0,1507,4,ball,0.1750000000000007,gaze,0.18,guess,0,0.12000000000000005,ucl,0.56
8,2,gaze,0,1395,3,chicken,0.1750000000000007,gaze,0.18,guess,0,0.12000000000000005,ucl,0.56
17,13,gaze,0,1180,3,shoe,0.20000000000000018,gaze,0.2,guess,0,0.13000000000000006,ucl,0.56
21,20,gaze,1,1835,5,shoe,0.20000000000000018,gaze,0.2,guess,0,0.12000000000000005,ucl,0.56
9,12,gaze,0,1955,5,cookie,0.20199999999999996,gaze,0.2,guess,0,0.12000000000000005,ucl,0.56
1,20,gaze,1,1813,4,cookie,0.2030000000000003,gaze,0.2,guess,0,0.12000000000000005,ucl,0.56
32,3,gaze,0,1751,4,bottle,0.2030000000000003,gaze,0.2,guess,0,0.12000000000000005,ucl,0.56
19,30,gaze,1,1664,4,chicken,0.20399999999999974,gaze,0.2,guess,0,0.12000000000000005,ucl,0.56
4,28,gaze,1,1804,4,chicken,0.20399999999999974,gaze,0.2,guess,0,0.11000000000000004,ucl,0.56
4,18,gaze,0,1804,4,bottle,0.20500000000000007,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
5,19,gaze,0,1873,5,bottle,0.20500000000000007,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
23,32,gaze,0,1971,5,shoe,0.2060000000000004,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
25,5,gaze,0,1929,5,shoe,0.2060000000000004,gaze,0.21,guess,0,0.13000000000000006,ucl,0.56
38,19,gaze,1,1933,5,boat,0.20699999999999985,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
13,19,gaze,1,1480,4,boat,0.20800000000000018,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
44,3,gaze,0,NA,4,cookie,0.20899999999999963,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
25,10,gaze,1,1929,5,bottle,0.20900000000000052,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
26,14,gaze,0,1789,4,chicken,0.20900000000000052,gaze,0.21,guess,0,0.12000000000000005,ucl,0.56
42,5,gaze,1,NA,3,shoe,0.23299999999999965,gaze,0.23,guess,0,0.12000000000000005,ucl,0.56
9,8,gaze,0,1955,5,shoe,0.23299999999999965,gaze,0.23,guess,0,0.12000000000000005,ucl,0.56
32,10,gaze,1,1751,4,bunny,0.23499999999999943,gaze,0.23,guess,0,0.11000000000000004,ucl,0.56
1,29,gaze,0,1813,4,bunny,0.23500000000000032,gaze,0.24,guess,0,0.12000000000000005,ucl,0.56
47,31,gaze,1,NA,4,chicken,0.2369999999999992,gaze,0.24,guess,0,0.11000000000000004,ucl,0.56
15,2,gaze,0,1077,2,bottle,0.2370000000000001,gaze,0.24,guess,0,0.12000000000000005,ucl,0.56
17,5,gaze,1,1180,3,juice,0.2370000000000001,gaze,0.24,guess,0,0.11000000000000004,ucl,0.56
44,12,gaze,1,NA,4,shoe,0.23799999999999955,gaze,0.24,guess,0,0.11000000000000004,ucl,0.56
16,16,gaze,1,1741,4,ball,0.23899999999999988,gaze,0.24,guess,0,0.10000000000000003,ucl,0.56
25,2,gaze,0,1929,5,ball,0.23899999999999988,gaze,0.24,guess,0,0.11000000000000004,ucl,0.56
35,6,gaze,1,2110,5,ball,0.2400000000000002,gaze,0.24,guess,0,0.10000000000000003,ucl,0.56
9,6,gaze,1,1955,5,chicken,0.24099999999999966,gaze,0.24,guess,0,0.09000000000000008,ucl,0.56
2,10,gaze,1,1873,5,juice,0.24100000000000055,gaze,0.24,guess,0,0.09000000000000008,ucl,0.56
35,13,gaze,1,2110,5,juice,0.24100000000000055,gaze,0.24,guess,0,0.08999999999999997,ucl,0.57
25,14,gaze,1,1929,5,ball,0.242,gaze,0.24,guess,0,0.08999999999999997,ucl,0.57
4,20,gaze,0,1804,4,boat,0.242,gaze,0.24,guess,0,0.08999999999999997,ucl,0.57
6,27,gaze,0,1507,4,ball,0.242,gaze,0.24,guess,0,0.09999999999999998,ucl,0.57
31,3,gaze,0,1976,5,cookie,0.24299999999999944,gaze,0.24,guess,0,0.09999999999999998,ucl,0.57
36,5,gaze,1,1277,3,cookie,0.24299999999999944,gaze,0.24,guess,0,0.09999999999999998,ucl,0.57
3,11,gaze,0,1914,5,juice,0.24300000000000033,gaze,0.24,guess,0,0.09999999999999998,ucl,0.57
1,18,gaze,0,1813,4,bunny,0.2679999999999998,gaze,0.27,guess,0,0.10999999999999993,ucl,0.57
4,29,gaze,1,1804,4,bunny,0.2679999999999998,gaze,0.27,guess,0,0.09999999999999998,ucl,0.57
44,9,gaze,0,NA,4,bunny,0.2679999999999998,gaze,0.27,guess,0,0.10999999999999993,ucl,0.57
14,26,gaze,1,1843,5,cookie,0.26900000000000013,gaze,0.27,guess,0,0.09999999999999998,ucl,0.57
1,22,gaze,0,1813,4,bottle,0.2699999999999996,gaze,0.27,guess,0,0.10999999999999993,ucl,0.57
1,25,gaze,0,1813,4,chicken,0.2699999999999996,gaze,0.27,guess,0,0.10999999999999993,ucl,0.57
4,17,gaze,0,1804,4,cookie,0.27000000000000046,gaze,0.27,guess,0,0.11999999999999994,ucl,0.57
35,2,gaze,1,2110,5,chicken,0.274,gaze,0.27,guess,0,0.10999999999999993,ucl,0.57
44,2,gaze,0,NA,4,boat,0.274,gaze,0.27,guess,0,0.10999999999999993,ucl,0.57
10,18,gaze,1,1373,3,ball,0.27500000000000036,gaze,0.28,guess,0,0.10999999999999993,ucl,0.57
19,18,gaze,1,1664,4,ball,0.27500000000000036,gaze,0.28,guess,0,0.09999999999999998,ucl,0.57
25,11,gaze,1,1929,5,juice,0.2759999999999998,gaze,0.28,guess,0,0.09999999999999998,ucl,0.57
26,10,gaze,1,1789,4,juice,0.2759999999999998,gaze,0.28,guess,0,0.08999999999999997,ucl,0.57
17,10,gaze,1,1180,3,bunny,0.3019999999999996,gaze,0.3,guess,0,0.08999999999999997,ucl,0.57
23,23,gaze,1,1971,5,bunny,0.3019999999999996,gaze,0.3,guess,0,0.07999999999999996,ucl,0.57
26,5,gaze,0,1789,4,bunny,0.3019999999999996,gaze,0.3,guess,0,0.08999999999999997,ucl,0.57
44,15,gaze,0,NA,4,cookie,0.3020000000000005,gaze,0.3,guess,0,0.08999999999999997,ucl,0.57
23,19,gaze,0,1971,5,cookie,0.30299999999999994,gaze,0.3,guess,0,0.09999999999999998,ucl,0.57
23,20,gaze,1,1971,5,cookie,0.30299999999999994,gaze,0.3,guess,0,0.08999999999999997,ucl,0.57
26,15,gaze,1,1789,4,cookie,0.30299999999999994,gaze,0.3,guess,0,0.08999999999999997,ucl,0.57
41,28,gaze,1,NA,4,cookie,0.30299999999999994,gaze,0.3,guess,0,0.07999999999999996,ucl,0.57
47,17,gaze,1,NA,4,bottle,0.30299999999999994,gaze,0.3,guess,0,0.07999999999999996,ucl,0.57
2,4,gaze,1,1873,5,bottle,0.3039999999999994,gaze,0.3,guess,0,0.06999999999999995,ucl,0.57
23,29,gaze,1,1971,5,chicken,0.3039999999999994,gaze,0.3,guess,0,0.06999999999999995,ucl,0.57
44,5,gaze,0,NA,4,bottle,0.3039999999999994,gaze,0.3,guess,0,0.06999999999999995,ucl,0.57
6,20,gaze,0,1507,4,shoe,0.3039999999999994,gaze,0.3,guess,0,0.07999999999999996,ucl,0.57
44,1,gaze,0,NA,4,juice,0.30400000000000027,gaze,0.3,guess,0,0.07999999999999996,ucl,0.57
13,26,gaze,0,1480,4,shoe,0.3049999999999997,gaze,0.3,guess,0,0.08999999999999997,ucl,0.57
34,20,gaze,0,2016,5,juice,0.3050000000000006,gaze,0.31,guess,0,0.08999999999999997,ucl,0.57
6,30,gaze,0,1507,4,juice,0.3050000000000006,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
9,11,gaze,0,1955,5,ball,0.30600000000000005,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
31,9,gaze,0,1976,5,boat,0.3070000000000004,gaze,0.31,guess,0,0.10999999999999993,ucl,0.57
31,6,gaze,1,1976,5,juice,0.30799999999999983,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
34,19,gaze,0,2016,5,boat,0.3089999999999993,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
24,15,gaze,1,2149,5,ball,0.30900000000000016,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
28,16,gaze,0,1086,2,bottle,0.30900000000000016,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
4,30,gaze,1,1804,4,ball,0.30900000000000016,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
16,11,gaze,1,1741,4,juice,0.3100000000000005,gaze,0.31,guess,0,0.08999999999999997,ucl,0.57
24,6,gaze,0,2149,5,juice,0.3100000000000005,gaze,0.31,guess,0,0.09999999999999998,ucl,0.57
44,16,gaze,1,NA,4,shoe,0.3330000000000002,gaze,0.33,guess,0,0.08999999999999997,ucl,0.57
21,21,gaze,1,1835,5,bunny,0.33499999999999996,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
25,15,gaze,1,1929,5,bunny,0.33499999999999996,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
26,13,gaze,1,1789,4,bunny,0.33499999999999996,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
8,1,gaze,0,1395,3,bunny,0.33499999999999996,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
6,18,gaze,0,1507,4,cookie,0.3359999999999994,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
31,4,gaze,1,1976,5,bottle,0.33699999999999974,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
34,17,gaze,1,2016,5,bottle,0.33699999999999974,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
9,14,gaze,0,1955,5,bottle,0.33699999999999974,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
12,5,gaze,0,1406,3,shoe,0.3380000000000001,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
6,29,gaze,0,1507,4,chicken,0.33999999999999986,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
8,5,gaze,0,1395,3,shoe,0.33999999999999986,gaze,0.34,guess,0,0.09999999999999998,ucl,0.57
19,17,gaze,1,1664,4,boat,0.34000000000000075,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
27,19,gaze,1,1163,3,boat,0.34000000000000075,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
6,22,gaze,0,1507,4,chicken,0.3409999999999993,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
31,5,gaze,1,1976,5,boat,0.3410000000000002,gaze,0.34,guess,0,0.08999999999999997,ucl,0.57
41,32,gaze,1,NA,4,juice,0.3410000000000002,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
3,14,gaze,1,1914,5,boat,0.34199999999999964,gaze,0.34,guess,0,0.06999999999999995,ucl,0.57
13,27,gaze,1,1480,4,ball,0.3420000000000005,gaze,0.34,guess,0,0.06999999999999995,ucl,0.57
25,6,gaze,0,1929,5,chicken,0.3420000000000005,gaze,0.34,guess,0,0.06999999999999995,ucl,0.57
45,3,gaze,0,NA,3,ball,0.3420000000000005,gaze,0.34,guess,0,0.07999999999999996,ucl,0.57
38,20,gaze,1,1933,5,boat,0.34299999999999997,gaze,0.34,guess,0,0.06999999999999995,ucl,0.57
41,24,gaze,1,NA,4,bunny,0.3680000000000003,gaze,0.37,guess,0,0.06999999999999995,ucl,0.57
6,19,gaze,0,1507,4,bunny,0.3689999999999998,gaze,0.37,guess,0,0.06999999999999995,ucl,0.57
19,24,gaze,1,1664,4,chicken,0.3699999999999992,gaze,0.37,guess,0,0.06999999999999995,ucl,0.57
38,18,gaze,1,1933,5,bottle,0.3699999999999992,gaze,0.37,guess,0,0.05999999999999994,ucl,0.57
33,22,gaze,1,1637,4,cookie,0.3700000000000001,gaze,0.37,guess,0,0.05999999999999994,ucl,0.57
10,19,gaze,1,1373,3,shoe,0.3730000000000002,gaze,0.37,guess,0,0.04999999999999993,ucl,0.57
44,10,gaze,0,NA,4,ball,0.3730000000000002,gaze,0.37,guess,0,0.05999999999999994,ucl,0.57
32,4,gaze,0,1751,4,boat,0.37400000000000055,gaze,0.37,guess,0,0.06999999999999995,ucl,0.57
36,1,gaze,1,1277,3,boat,0.37400000000000055,gaze,0.37,guess,0,0.05999999999999994,ucl,0.57
41,18,gaze,1,NA,4,boat,0.37400000000000055,gaze,0.37,guess,0,0.05999999999999994,ucl,0.57
16,6,gaze,1,1741,4,bottle,0.375,gaze,0.38,guess,0,0.04999999999999993,ucl,0.57
3,7,gaze,0,1914,5,ball,0.375,gaze,0.38,guess,0,0.05999999999999994,ucl,0.57
31,13,gaze,0,1976,5,chicken,0.375,gaze,0.38,guess,0,0.05999999999999994,ucl,0.57
44,4,gaze,1,NA,4,chicken,0.375,gaze,0.38,guess,0,0.05999999999999994,ucl,0.57
9,7,gaze,1,1955,5,bunny,0.40199999999999925,gaze,0.4,guess,0,0.04999999999999993,ucl,0.57
12,2,gaze,0,1406,3,cookie,0.40200000000000014,gaze,0.4,guess,0,0.05999999999999994,ucl,0.57
14,28,gaze,1,1843,5,bunny,0.40200000000000014,gaze,0.4,guess,0,0.04999999999999993,ucl,0.57
27,17,gaze,1,1163,3,bunny,0.40200000000000014,gaze,0.4,guess,0,0.04999999999999993,ucl,0.57
32,5,gaze,1,1751,4,bunny,0.40200000000000014,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
34,28,gaze,1,2016,5,cookie,0.40200000000000014,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
38,22,gaze,1,1933,5,bunny,0.40200000000000014,gaze,0.4,guess,0,0.029999999999999916,ucl,0.57
33,32,gaze,0,1637,4,bottle,0.4029999999999996,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
24,10,gaze,1,2149,5,cookie,0.40300000000000047,gaze,0.4,guess,0,0.029999999999999916,ucl,0.57
29,20,gaze,0,1334,3,cookie,0.40300000000000047,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
5,22,gaze,0,1873,5,cookie,0.40300000000000047,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
8,3,gaze,1,1395,3,cookie,0.40300000000000047,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
12,3,gaze,1,1406,3,juice,0.4039999999999999,gaze,0.4,guess,0,0.029999999999999916,ucl,0.57
27,30,gaze,0,1163,3,chicken,0.4039999999999999,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
33,23,gaze,1,1637,4,chicken,0.4039999999999999,gaze,0.4,guess,0,0.029999999999999916,ucl,0.57
41,17,gaze,0,NA,4,chicken,0.4039999999999999,gaze,0.4,guess,0,0.039999999999999925,ucl,0.57
19,26,gaze,0,1664,4,ball,0.4059999999999997,gaze,0.41,guess,0,0.04999999999999993,ucl,0.57
23,18,gaze,1,1971,5,ball,0.4059999999999997,gaze,0.41,guess,0,0.039999999999999925,ucl,0.57
42,8,gaze,1,NA,3,ball,0.4059999999999997,gaze,0.41,guess,0,0.039999999999999925,ucl,0.57
9,16,gaze,1,1955,5,ball,0.4060000000000006,gaze,0.41,guess,0,0.029999999999999916,ucl,0.57
16,7,gaze,1,1741,4,boat,0.40700000000000003,gaze,0.41,guess,0,0.029999999999999916,ucl,0.57
21,23,gaze,1,1835,5,chicken,0.4079999999999995,gaze,0.41,guess,0,0.019999999999999907,ucl,0.57
34,31,gaze,1,2016,5,ball,0.4079999999999995,gaze,0.41,guess,0,0.019999999999999907,ucl,0.57
45,5,gaze,1,NA,3,boat,0.4079999999999995,gaze,0.41,guess,0,0.009999999999999898,ucl,0.57
21,24,gaze,1,1835,5,ball,0.4090000000000007,gaze,0.41,guess,0,0.009999999999999898,ucl,0.57
45,10,gaze,0,NA,3,juice,0.41000000000000014,gaze,0.41,guess,0,0.009999999999999898,ucl,0.57
34,26,gaze,1,2016,5,shoe,0.43299999999999983,gaze,0.43,guess,0,0.009999999999999898,ucl,0.57
4,23,gaze,1,1804,4,bunny,0.4349999999999996,gaze,0.43,guess,0,0.009999999999999898,ucl,0.57
15,1,gaze,0,1077,2,cookie,0.43599999999999994,gaze,0.44,guess,0,0.009999999999999898,ucl,0.57
16,10,gaze,1,1741,4,cookie,0.43599999999999994,gaze,0.44,guess,0,0.009999999999999898,ucl,0.57
19,28,gaze,1,1664,4,bottle,0.4370000000000003,gaze,0.44,guess,0,0,ucl,0.57
1,27,gaze,0,1813,4,shoe,0.4379999999999997,gaze,0.44,guess,0,0.009999999999999898,ucl,0.57
23,30,gaze,1,1971,5,shoe,0.4379999999999997,gaze,0.44,guess,0,0,ucl,0.57
32,2,gaze,0,1751,4,ball,0.43900000000000006,gaze,0.44,guess,0,0.009999999999999898,ucl,0.57
18,6,gaze,1,1894,5,shoe,0.4400000000000004,gaze,0.44,guess,0,0.009999999999999898,ucl,0.57
26,9,gaze,0,1789,4,shoe,0.4400000000000004,gaze,0.44,guess,0,0.009999999999999898,ucl,0.57
15,13,gaze,1,1077,2,boat,0.44099999999999984,gaze,0.44,guess,0,0.009999999999999898,ucl,0.57
27,20,gaze,1,1163,3,juice,0.44099999999999984,gaze,0.44,guess,0,0,ucl,0.57
44,14,gaze,1,NA,4,chicken,0.44099999999999984,gaze,0.44,guess,0,0,ucl,0.57
25,7,gaze,1,1929,5,boat,0.44200000000000017,gaze,0.44,response,1,0.010000000000000009,ucl,0.57
26,7,gaze,1,1789,4,bottle,0.44200000000000017,gaze,0.44,response,1,0.010000000000000009,ucl,0.57
34,25,gaze,1,2016,5,ball,0.44200000000000017,gaze,0.44,response,1,0.020000000000000018,ucl,0.57
45,13,gaze,1,NA,3,chicken,0.44200000000000017,gaze,0.44,response,1,0.020000000000000018,ucl,0.57
15,8,gaze,1,1077,2,shoe,0.46699999999999964,gaze,0.47,response,1,0.020000000000000018,ucl,0.57
19,27,gaze,1,1664,4,bunny,0.46799999999999997,gaze,0.47,response,1,0.030000000000000027,ucl,0.57
3,5,gaze,0,1914,5,bunny,0.46799999999999997,gaze,0.47,response,1,0.020000000000000018,ucl,0.57
