left_image,right_image,target_image,stimulus,center,stimulus_name,finished?,noun,noun_type,frequency,speaker,gaze,noise_condition,carrier,sentence_onset_sec,sentence_onset_frames,carrier_onset_sec,carrier_onset_frames,noun_onset_sec,noun_onset_frames,noun_offset_sec,noun_offset_frames,sentence_offset_sec,sentence_offset_frames,gaze_onset_sec,gaze_onset_frames,gaze_offset_sec,gaze_offset_frames,trial_onset,trial_offset_sec,trial_offset_frames,gaze_condition,condition_long
bunny,chicken,bunny,1438c8d428a9892d8f66d4d4ce4b49fe_1920x1080,face,gr_sa_bunny_noise_hey,yes,bunny,familiar,high,gr,straight_ahead,noise,hey,3,16,5,0,6,5,6,15,6,15,NA,NA,NA,NA,0,8,17,no_gaze,noise_no_gaze
cookie,bottle,bottle,14a0d29ed554b90067aca9a6d5dc6373_1920x1080,face,gr_dr_bottle_nonoise_hey,yes,bottle,familiar,high,gr,down_right,no_noise,hey,3,18,5,2,6,10,6,22,6,22,7,6,9,11,0,11,11,gaze,no_noise_gaze
chicken,bunny,chicken,14d06217fb22ccb25d044749722adb60_1920x1080,face,ol_dl_chicken_noise_hey,yes,chicken,familiar,high,ol,down_left,noise,hey,3,28,5,8,6,11,6,29,6,29,7,0,9,4,0,11,4,gaze,noise_gaze
shoe,ball,shoe,155f94acebd4d45f84a99815b1c22084_1920x1080,face,gr_sa_shoe_noise_look,yes,shoe,familiar,high,gr,straight_ahead,noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
bottle,cookie,cookie,15c9b20e8a151375df8c0c08d40d8cd2_1920x1080,face,gr_sa_cookie_nonoise_look,yes,cookie,familiar,high,gr,straight_ahead,no_noise,look,3,23,5,5,5,26,6,10,6,10,NA,NA,NA,NA,0,8,10,no_gaze,no_noise_no_gaze
juice,boat,juice,16981d603aaaa8d6e9d29e295f51adde_1920x1080,face,gr_dl_juice_noise_look,yes,juice,familiar,high,gr,down_left,noise,look,3,21,5,18,6,14,7,8,7,8,7,10,9,5,0,11,5,gaze,noise_gaze
bottle,cookie,bottle,199b1ffc55dbab1e5eeb9c185acc3169_1920x1080,face,ol_sa_bottle_noise_look,yes,bottle,familiar,high,ol,straight_ahead,noise,look,3,1,4,11,5,1,5,16,5,16,NA,NA,NA,NA,0,7,16,no_gaze,noise_no_gaze
chicken,bunny,bunny,1adfa1a5e703e7091bc62a08a1300970_1920x1080,face,gr_sa_bunny_noise_look,yes,bunny,familiar,high,gr,straight_ahead,noise,look,3,4,4,16,5,10,5,22,5,22,NA,NA,NA,NA,0,7,22,no_gaze,noise_no_gaze
shoe,ball,ball,1b21532cffe5131cc1a545c1efdbe5a9_1920x1080,face,ol_sa_ball_noise_look,yes,ball,familiar,high,ol,straight_ahead,noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,noise_no_gaze
boat,juice,juice,1c593f17b0fc172d7fa4c81633b989dd_1920x1080,face,gr_sa_juice_nonoise_look,yes,juice,familiar,high,gr,straight_ahead,no_noise,look,3,0,4,12,5,7,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,no_noise_no_gaze
ball,shoe,ball,1d39e656b1a769cf274e53a65cafa1e2_1920x1080,face,gr_dl_ball_noise_look,yes,ball,familiar,high,gr,down_left,noise,look,3,12,4,25,5,19,6,2,6,2,6,28,8,26,0,10,26,gaze,noise_gaze
ball,shoe,shoe,1dfc9475cd535288a4d4b19f1062c34c_1920x1080,face,gr_dr_shoe_noise_look,yes,shoe,familiar,high,gr,down_right,noise,look,3,2,4,19,5,13,6,1,6,1,6,14,8,16,0,10,16,gaze,noise_gaze
chicken,bunny,bunny,1e6a69fa54b3a8587550569a2e824ed7_1920x1080,face,ol_dr_bunny_nonoise_look,yes,bunny,familiar,high,ol,down_right,no_noise,look,3,27,5,8,6,3,6,19,6,19,6,25,8,27,0,10,27,gaze,no_noise_gaze
ball,shoe,shoe,1ee3b07aaf45cd9aacdbaed130da5e2a_1920x1080,face,ol_sa_shoe_noise_look,yes,shoe,familiar,high,ol,straight_ahead,noise,look,2,29,4,13,5,3,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
cookie,bottle,cookie,1f331b7160318e86040c02ed7d8ba8f7_1920x1080,face,gr_dl_cookie_nonoise_hey,yes,cookie,familiar,high,gr,down_left,no_noise,hey,3,16,5,0,6,8,6,22,6,22,7,0,9,4,0,11,4,gaze,no_noise_gaze
shoe,ball,ball,1fdecf1fcd0962a4765cb98981f3a756_1920x1080,face,gr_dr_ball_noise_hey,yes,ball,familiar,high,gr,down_right,noise,hey,2,29,4,22,5,26,6,10,6,10,6,22,8,22,0,10,22,gaze,noise_gaze
boat,juice,boat,21303d31a2d52d9e0488c38b00c65b42_1920x1080,face,gr_sa_boat_noise_look,yes,boat,familiar,high,gr,straight_ahead,noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,noise_no_gaze
chicken,bunny,chicken,22a49c98bb0a99e82034ab13906c07ec_1920x1080,face,gr_dl_chicken_noise_hey,yes,chicken,familiar,high,gr,down_left,noise,hey,3,12,4,20,5,25,6,11,6,11,6,27,8,15,0,10,15,gaze,noise_gaze
bunny,chicken,chicken,22c746fb120229315339f764c7fb7d82_1920x1080,face,ol_sa_chicken_nonoise_look,yes,chicken,familiar,high,ol,straight_ahead,no_noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,no_noise_no_gaze
juice,boat,boat,234bc1d2da46f2b008da76a936ce48c6_1920x1080,face,gr_dr_boat_noise_hey,yes,boat,familiar,high,gr,down_right,noise,hey,3,6,4,20,5,28,6,14,6,14,6,18,9,12,0,11,12,gaze,noise_gaze
shoe,ball,ball,24afc067a041a04acd99746ff3d59ac9_1920x1080,face,gr_sa_ball_noise_hey,yes,ball,familiar,high,gr,straight_ahead,noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,noise_no_gaze
bunny,chicken,chicken,24e5eb77c015e870e23df799b4d3eb38_1920x1080,face,ol_sa_chicken_noise_hey,yes,chicken,familiar,high,ol,straight_ahead,noise,hey,4,4,5,21,6,21,7,8,7,8,NA,NA,NA,NA,0,9,8,no_gaze,noise_no_gaze
chicken,bunny,bunny,25899e028dd4dcd573f73a9dba8098e4_1920x1080,face,gr_dr_bunny_noise_look,yes,bunny,familiar,high,gr,down_right,noise,look,3,17,5,12,6,5,6,17,6,17,7,2,8,24,0,10,24,gaze,noise_gaze
NA,NA,NA,2590b5785e96dae4ce8f196e82e1fb93_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
bottle,cookie,bottle,2591cca18499eda79b653b72a5363f83_1920x1080,face,gr_sa_bottle_nonoise_look,yes,bottle,familiar,high,gr,straight_ahead,no_noise,look,3,7,4,23,5,15,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,no_noise_no_gaze
bunny,chicken,chicken,26a9dd3eb297d162b71dfa40dc7e518e_1920x1080,face,gr_dr_chicken_nonoise_hey,yes,chicken,familiar,high,gr,down_right,no_noise,hey,3,10,4,18,5,23,6,9,6,9,6,25,8,13,0,10,13,gaze,no_noise_gaze
bottle,cookie,cookie,26c0609b4d5313d58918837746e08cdb_1920x1080,face,ol_sa_cookie_noise_hey,yes,cookie,familiar,high,ol,straight_ahead,noise,hey,3,16,4,28,5,29,6,13,6,13,NA,NA,NA,NA,0,8,14,no_gaze,noise_no_gaze
juice,boat,boat,271795162945c8908901eeccd64f772c_1920x1080,face,ol_dr_boat_nonoise_hey,yes,boat,familiar,high,ol,down_right,no_noise,hey,3,12,4,21,5,25,6,9,6,9,6,14,8,11,0,10,11,gaze,no_noise_gaze
chicken,bunny,chicken,27263e6faecea40cc10c2097ba13fe6b_1920x1080,face,ol_dl_chicken_nonoise_look,yes,chicken,familiar,high,ol,down_left,no_noise,look,3,11,5,3,5,26,6,17,6,17,6,23,8,21,0,10,21,gaze,no_noise_gaze
shoe,ball,ball,275c2ce5dfd9078f47fd2470673e3b05_1920x1080,face,ol_dr_ball_noise_look,yes,ball,familiar,high,ol,down_right,noise,look,3,18,5,3,5,26,6,14,6,14,6,19,8,13,0,10,13,gaze,noise_gaze
chicken,bunny,bunny,27939ec3c8525ccab674358be2d8e854_1920x1080,face,ol_dr_bunny_nonoise_look,yes,bunny,familiar,high,ol,down_right,no_noise,look,3,27,5,8,6,3,6,19,6,19,6,25,8,27,0,10,27,gaze,no_noise_gaze
bunny,chicken,bunny,2839e4c13bc16f6a44cda6f6b084d543_1920x1080,face,ol_dl_bunny_nonoise_look,yes,bunny,familiar,high,ol,down_left,no_noise,look,3,27,5,8,6,3,6,19,6,19,6,25,8,27,0,10,27,gaze,no_noise_gaze
bottle,cookie,cookie,2865e7da83dde0feca796488473a7a70_1920x1080,face,ol_dr_cookie_noise_look,yes,cookie,familiar,high,ol,down_right,noise,look,3,0,4,19,5,9,5,25,5,25,6,4,7,29,0,9,29,gaze,noise_gaze
juice,boat,juice,28c8de171b0a2a6546759c48ccfc893f_1920x1080,face,gr_dl_juice_nonoise_hey,yes,juice,familiar,high,gr,down_left,no_noise,hey,3,1,4,23,5,24,6,17,6,17,6,26,8,28,0,10,28,gaze,no_noise_gaze
ball,shoe,shoe,29c9d5344754c1fef455ea86dadb78f7_1920x1080,face,ol_sa_shoe_nonoise_look,yes,shoe,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,13,5,3,5,24,5,24,NA,NA,NA,NA,0,7,24,no_gaze,no_noise_no_gaze
bottle,cookie,cookie,29fcec83a0ae787b75edec307cb37feb_1920x1080,face,ol_sa_cookie_nonoise_hey,yes,cookie,familiar,high,ol,straight_ahead,no_noise,hey,3,16,4,28,5,29,6,13,6,13,NA,NA,NA,NA,0,8,14,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,2a6b3d7ab2f6887f2fc2dae910683706_1920x1080,face,ol_dr_bottle_nonoise_hey,yes,bottle,familiar,high,ol,down_right,no_noise,hey,3,7,4,21,5,26,6,12,6,12,6,22,8,15,0,10,15,gaze,no_noise_gaze
juice,boat,juice,2a6e10ca205d7a0050b736155902664d_1920x1080,face,ol_dl_juice_noise_hey,yes,juice,familiar,high,ol,down_left,noise,hey,3,18,4,27,5,29,6,21,6,21,6,29,8,22,0,10,22,gaze,noise_gaze
chicken,bunny,bunny,2cc44d8d0bf80c46e69cd0f05447aa89_1920x1080,face,ol_sa_bunny_noise_look,yes,bunny,familiar,high,ol,straight_ahead,noise,look,3,10,4,22,5,12,5,26,5,26,NA,NA,NA,NA,0,7,26,no_gaze,noise_no_gaze
bunny,chicken,chicken,30aff702c68cc329913c1cb20c98638c_1920x1080,face,ol_dr_chicken_nonoise_look,yes,chicken,familiar,high,ol,down_right,no_noise,look,3,11,5,3,5,26,6,17,6,17,6,23,8,21,0,10,21,gaze,no_noise_gaze
NA,NA,NA,30b6dda1d0e6473690bfcdcb265f316f_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
juice,boat,boat,3170b79f2fc1542f9f5ecbcd508c76f3_1920x1080,face,ol_dr_boat_nonoise_look,yes,boat,familiar,high,ol,down_right,no_noise,look,3,13,4,27,5,21,6,8,6,8,6,14,8,5,0,10,5,gaze,no_noise_gaze
ball,shoe,ball,31bc6832a08dd8c9d0be0d7b694f1811_1920x1080,face,gr_sa_ball_noise_look,yes,ball,familiar,high,gr,straight_ahead,noise,look,3,1,4,21,5,12,5,24,5,24,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
boat,juice,juice,31dd695de8fee344bbfee52f7d3adffd_1920x1080,face,gr_dr_juice_nonoise_look,yes,juice,familiar,high,gr,down_right,no_noise,look,3,19,5,16,6,12,7,6,7,6,7,8,9,3,0,11,3,gaze,no_noise_gaze
juice,boat,boat,32deb32ede436880dce5b6888a7ab0d6_1920x1080,face,ol_dr_boat_noise_look,yes,boat,familiar,high,ol,down_right,noise,look,3,17,5,1,5,25,6,12,6,12,6,18,8,9,0,10,9,gaze,noise_gaze
chicken,bunny,chicken,340a9eab0fefe653be073b6726ba463e_1920x1080,face,gr_dl_chicken_noise_hey,yes,chicken,familiar,high,gr,down_left,noise,hey,3,12,4,20,5,25,6,11,6,11,6,27,8,15,0,10,15,gaze,noise_gaze
bunny,chicken,bunny,36d5d9fc19c0eb9387c98af445981109_1920x1080,face,ol_dl_bunny_nonoise_look,yes,bunny,familiar,high,ol,down_left,no_noise,look,3,27,5,8,6,3,6,19,6,19,6,25,8,27,0,10,27,gaze,no_noise_gaze
boat,juice,boat,390db5fec7af5ecde254295fb86f2c18_1920x1080,face,gr_sa_boat_nonoise_look,yes,boat,familiar,high,gr,straight_ahead,no_noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,no_noise_no_gaze
ball,shoe,shoe,39ee0ee3fe6a792625525cc0d3dba57f_1920x1080,face,ol_dr_shoe_noise_look,yes,shoe,familiar,high,ol,down_right,noise,look,3,14,5,0,5,19,6,12,6,12,6,13,8,15,0,10,15,gaze,noise_gaze
cookie,bottle,bottle,3a5e1f96dd4bb967cd2e80a1313e0fe6_1920x1080,face,gr_dr_bottle_noise_hey,yes,bottle,familiar,high,gr,down_right,noise,hey,3,18,5,2,6,10,6,22,6,22,7,6,9,11,0,11,11,gaze,noise_gaze
bunny,chicken,chicken,3a8b329094283492f3ff9c6b76258b5e_1920x1080,face,gr_sa_chicken_nonoise_look,yes,chicken,familiar,high,gr,straight_ahead,no_noise,look,3,12,4,25,5,16,6,0,6,0,NA,NA,NA,NA,0,8,0,no_gaze,no_noise_no_gaze
bunny,chicken,chicken,3aec24e8399e799ab71e5209f64c74d4_1920x1080,face,gr_dr_chicken_noise_hey,yes,chicken,familiar,high,gr,down_right,noise,hey,3,10,4,18,5,23,6,9,6,9,6,25,8,13,0,10,13,gaze,noise_gaze
bottle,cookie,bottle,3c66cba168ce1d34d10d0a50519f4c92_1920x1080,face,ol_dl_bottle_noise_look,yes,bottle,familiar,high,ol,down_left,noise,look,3,8,4,22,5,14,6,2,6,2,6,7,8,6,0,10,6,gaze,noise_gaze
shoe,ball,shoe,3e3e7bd21bd48dccfbfaa6c58514d0a7_1920x1080,face,ol_dl_shoe_noise_look,yes,shoe,familiar,high,ol,down_left,noise,look,3,14,5,0,5,19,6,12,6,12,6,13,8,15,0,10,15,gaze,noise_gaze
cookie,bottle,bottle,3f270e9889bad1f1bc41b9026c599e1b_1920x1080,face,gr_dr_bottle_noise_look,yes,bottle,familiar,high,gr,down_right,noise,look,3,12,4,29,5,25,6,9,6,9,6,13,8,8,0,10,8,gaze,noise_gaze
NA,NA,NA,40d0100815770cdfc138dc094d0f6e50_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
boat,juice,juice,419a4717424ae624a1d278b155ab7def_1920x1080,face,gr_dr_juice_noise_look,yes,juice,familiar,high,gr,down_right,noise,look,3,19,5,16,6,12,7,6,7,6,7,8,9,3,0,11,3,gaze,noise_gaze
boat,juice,boat,4252426d5eee0b0072870a06737f0222_1920x1080,face,ol_sa_boat_noise_hey,yes,boat,familiar,high,ol,straight_ahead,noise,hey,3,4,4,17,5,20,6,5,6,5,NA,NA,NA,NA,0,8,5,no_gaze,noise_no_gaze
chicken,bunny,chicken,427a54dfc721c36da63b15bb86729988_1920x1080,face,ol_sa_chicken_nonoise_look,yes,chicken,familiar,high,ol,straight_ahead,no_noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,no_noise_no_gaze
NA,NA,NA,4337eacb25c57e93db4b9168b10de6c4_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
chicken,bunny,chicken,44bcf3a7f552d850be2b6c1453f53a09_1920x1080,face,ol_dl_chicken_noise_look,yes,chicken,familiar,high,ol,down_left,noise,look,3,11,5,3,5,26,6,17,6,17,6,23,8,21,0,10,21,gaze,noise_gaze
cookie,bottle,bottle,44ff0768d7e303a50ad1419e3592169a_1920x1080,face,ol_sa_bottle_nonoise_hey,yes,bottle,familiar,high,ol,straight_ahead,no_noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,454ce3af6535b8bbb81457688bff92cf_1920x1080,face,gr_sa_bottle_nonoise_hey,yes,bottle,familiar,high,gr,straight_ahead,no_noise,hey,3,5,4,8,5,12,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
bottle,cookie,cookie,459a7a6956defdb883f40b8b7b9ae1fe_1920x1080,face,ol_dr_cookie_nonoise_hey,yes,cookie,familiar,high,ol,down_right,no_noise,hey,3,22,5,7,6,8,6,26,6,26,7,6,9,3,0,11,3,gaze,no_noise_gaze
bunny,chicken,bunny,46cd483aa429670837aabf393bdc5676_1920x1080,face,ol_sa_bunny_nonoise_hey,yes,bunny,familiar,high,ol,straight_ahead,no_noise,hey,3,18,5,2,6,6,6,19,6,19,NA,NA,NA,NA,0,8,19,no_gaze,no_noise_no_gaze
boat,juice,juice,47de2ed516fe4d73e335d9d0c485dc7e_1920x1080,face,gr_dr_juice_nonoise_hey,yes,juice,familiar,high,gr,down_right,no_noise,hey,3,1,4,23,5,24,6,17,6,17,6,26,8,28,0,10,28,gaze,no_noise_gaze
bunny,chicken,chicken,48d7b7be8f852d96dcc10964cbcbafc8_1920x1080,face,gr_dr_chicken_nonoise_look,yes,chicken,familiar,high,gr,down_right,no_noise,look,3,12,4,28,5,19,6,4,6,4,6,19,8,16,0,10,16,gaze,no_noise_gaze
boat,juice,juice,4a63484a7ed0c78961607f822f6f290a_1920x1080,face,ol_dr_juice_noise_look,yes,juice,familiar,high,ol,down_right,noise,look,3,17,4,28,5,22,6,14,6,14,6,13,8,11,0,10,11,gaze,noise_gaze
ball,shoe,ball,4af4b6a00b5cce90c333eecbd6f1c1a4_1920x1080,face,ol_sa_ball_nonoise_look,yes,ball,familiar,high,ol,straight_ahead,no_noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,no_noise_no_gaze
ball,shoe,shoe,4bfb0f900571370ba3d8f676b86bc573_1920x1080,face,ol_sa_shoe_noise_look,yes,shoe,familiar,high,ol,straight_ahead,noise,look,2,29,4,13,5,3,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
bottle,cookie,cookie,4c0ecdf54b21a906d51c691070bbd8da_1920x1080,face,gr_sa_cookie_noise_hey,yes,cookie,familiar,high,gr,straight_ahead,noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
cookie,bottle,cookie,4eb33cae877793114e4dde83045a1b47_1920x1080,face,gr_sa_cookie_noise_hey,yes,cookie,familiar,high,gr,straight_ahead,noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
boat,juice,boat,4f56d0c62b8d8e52b61f2cf8a838bc52_1920x1080,face,gr_dl_boat_noise_look,yes,boat,familiar,high,gr,down_left,noise,look,3,12,4,27,5,22,6,3,6,3,6,14,8,12,0,10,12,gaze,noise_gaze
bottle,cookie,bottle,4fc4676f7adb7683f71e998ab540aaf6_1920x1080,face,ol_dl_bottle_nonoise_hey,yes,bottle,familiar,high,ol,down_left,no_noise,hey,3,7,4,21,5,26,6,12,6,12,6,22,8,15,0,10,15,gaze,no_noise_gaze
juice,boat,boat,52d052a22be0fbedebcf5e29819c2886_1920x1080,face,gr_sa_boat_nonoise_hey,yes,boat,familiar,high,gr,straight_ahead,no_noise,hey,2,26,4,8,5,16,6,1,6,1,NA,NA,NA,NA,0,8,1,no_gaze,no_noise_no_gaze
shoe,ball,ball,52de5149b072f6511f21aca69c8c13b2_1920x1080,face,ol_dr_ball_nonoise_hey,yes,ball,familiar,high,ol,down_right,no_noise,hey,3,5,4,15,5,17,6,5,6,5,6,16,8,12,0,10,12,gaze,no_noise_gaze
chicken,bunny,chicken,537e64f9eca71870fd352afef4cef132_1920x1080,face,ol_sa_chicken_nonoise_hey,yes,chicken,familiar,high,ol,straight_ahead,no_noise,hey,3,17,5,3,6,3,6,22,6,22,NA,NA,NA,NA,0,8,22,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,53843831cda396d10f741b0a3125f408_1920x1080,face,gr_dr_bottle_nonoise_hey,yes,bottle,familiar,high,gr,down_right,no_noise,hey,3,18,5,2,6,10,6,22,6,22,7,6,9,11,0,11,11,gaze,no_noise_gaze
ball,shoe,shoe,54932dd06131ebe80c9797a01a6521da_1920x1080,face,gr_sa_shoe_nonoise_look,yes,shoe,familiar,high,gr,straight_ahead,no_noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,no_noise_no_gaze
chicken,bunny,bunny,54f02a2ee64195c4df03677780b984b3_1920x1080,face,ol_sa_bunny_noise_hey,yes,bunny,familiar,high,ol,straight_ahead,noise,hey,3,18,5,2,6,6,6,19,6,19,NA,NA,NA,NA,0,8,19,no_gaze,noise_no_gaze
